address,OrganisationURI,OrganisationLabel,SiteReference,SiteNameAddress,GeoX,GeoY,SiteplanURL,Hectares,OwnershipStatus,HazardousSubstances,PlanningStatus,PermissionType,PermissionDate,PlanningHistory,MinNetDwellings,NetDwellingsRangeFrom,NetDwellingsRangeTo,Deliverable,Notes,FirstAddedDate,LastUpdatedDate,EndDate
,Wigan Council,,SHLAA0147,,365332.8706,400187.5995,,0.231308636,,,,,,,24,,,,", Wigan and Leigh College, Railway Road, Leigh",Jul-17,Nov-18,
,Wigan Council,,SHLAA0319,,358515.4007,406082.9879,,0.24771689,,,,,,,43,,,,"A/17/84707 refers, Land at Worsley Terrace Wigan",Jul-17,Nov-18,
,Wigan Council,,SHLAA0098,,359689.8064,404636.6397,,0.916025826,,,,,,,96,,,,", Council depot, Christopher Street, Ince",Jul-17,Nov-18,
,Wigan Council,,SHLAA0104,,362493.1496,404831.5898,,1.801396973,,,,,,,48,,,,", Castle Hill Hindley",Jul-17,Nov-18,
,Wigan Council,,SHLAA0051,,360588.8772,402404.4196,,1.227193331,,,,,,,22,,,,"A/16/82818 refers, Land north of Bickershaw Lane, Platt Bridge",Jul-17,Nov-18,
,Wigan Council,,SHLAA0045,,364093.5652,399818.1651,,20.80997603,,,,,,,470,,,,"A/16/82492 refers, Westleigh Waterfront, Plank Lane, Leigh",Jul-17,Nov-18,
,Wigan Council,,SHLAA0338,,360838.1254,405836.3343,,0.525671233,,,,,,,16,,,,"A/15/81539 refers, Hemfield Road Ince",Jul-17,Nov-18,
,Wigan Council,,SHLAA0325,,357929.9394,399108.2124,,0.620923148,,,,,,,30,,,,"A/15/80753 refers, Former Gas Depot York Road Ashton-In-Makerfield",Jul-17,Nov-18,
,Wigan Council,,SHLAA0192,,358846.0596,405140.1644,,0.361839248,,,,,,,14,,,,", Heatons Bakery, Boundary Street, Wigan",Jul-17,Nov-18,
,Wigan Council,,SHLAA0001,,364343.88,402458.7506,,52.26827672,,,,,,,1539,,,,"A/12/76665 refers, Northleigh, Hindley Green",01/04/2016,Nov-18,
,Wigan Council,,SHLAA0214,,358510.0961,399888.0515,,0.450029837,,,,,,,14,,,,"A/16/83197 refers, AB Little & Co (Stubshaw Cross) Ltd 2-4 Woods Lane Ashton",Jul-17,Nov-18,
,Wigan Council,,SHLAA0305,,369051.4556,399874.6519,,0.331264231,,,,,,,10,,,,"A/17/83518 refers, Land At Marklands Farm Manchester Road Astley Tyldesley Manchester M29 7FB",Jul-17,Nov-18,
,Wigan Council,,SHLAA0205,,364960.2697,400622.3844,,4.794380325,,,,,,,160,,,,"A/16/82975 refers, Parsonage, Leigh",Jul-17,Nov-18,
,Wigan Council,,SHLAA0302,,354580.7898,404257.7118,,0.290992695,,,,,,,9,,,,"A/13/78799 refers, Former Pembway Leopold Street Pemberton Wigan WN5 8JG",Jul-17,Nov-18,
,Wigan Council,,SHLAA0208,,356726.3528,403747.5518,,0.114861492,,,,,,,9,,,,", Adjacent to 368 Warrington Road, Wigan",Jul-17,Nov-18,
,Wigan Council,,SHLAA0303,,359721.3106,403439.8605,,0.083376125,,,,,,,8,,,,"A/14/79718 refers, Ince Police Station 492 - 494 Warrington Road Ince",Jul-17,Nov-18,
,Wigan Council,,SHLAA0307,,358573.1049,399938.647,,0.098774694,,,,,,,7,,,,"A/17/84942 refers, Development Land East Of 2 - 4 Woods Lane Ashton-In-Makerfield",Jul-17,Nov-18,
,Wigan Council,,SHLAA0312,,358046.2677,405891.243,,0.036744875,,,,,,,6,,,,", 1 - 5 New Market Street Wigan WN1 1SE",Jul-17,Nov-18,
,Wigan Council,,SHLAA0357,,363549.8086,399823.1564,,0.1517565,,,,,,,7,,,,"A/16/82187 refers, Site Of Methodist School Plank Lane Leigh",Jul-17,Nov-18,
,Wigan Council,,SHLAA0301,,355581.011,404181.4151,,0.13867885,,,,,,,10,,,,"A/14/79465 refers, Pemberton Central Ward Labour Club Enfield Street Wigan WN5 8DJ",Jul-17,Nov-18,
,Wigan Council,,SHLAA0127,,360339.5978,402479.8355,,0.244696073,,,,,,,12,,,,", Open land south of 12 Car Street, Platt Bridge",Jul-17,Nov-18,
,Wigan Council,,SHLAA0415,,365472.384,399643.4885,,0.254092848,,,,,,,12,,,,"A/18/85672 refers, Stonehouse Day Nursery St Helens Road Leigh",Jul-17,Nov-18,
,Wigan Council,,SHLAA0407,,358411.8215,405418.3604,,0.380933267,,,,,,,57,,,,", Car park, former Town Hall site, Rodney Street",Jul-17,Nov-18,
,Wigan Council,,SHLAA0411,,356885.5688,400240.7756,,0.204300855,,,,,,,20,,,,", Walkden House",Jul-17,Nov-18,
,Wigan Council,,SHLAA0405,,358559.2587,405407.1774,,0.438403436,,,,,,,66,,,,", Land adjacent to Premier Inn, Harrogate Street",Jul-17,Nov-18,
,Wigan Council,,SHLAA0414,,358711.1168,405795.31,,0.356590637,,,,,,,27,,,,", 1-40 Limefield Scholes",Jul-17,Nov-18,
,Wigan Council,,SHLAA0417,,360107.7356,398060.3795,,0.162420269,,,,,,,5,,,,"A/17/83573 refers, HI Q Fabrications Ltd Clarence Street Golborne Warrington WA3 3RR",Jul-17,Nov-18,
,Wigan Council,,SHLAA0109,,361742.2303,404653.8207,,1.351890455,,,,,,,33,,,,"A/18/85403 refers, Hydelle Lodge King Street Hindley",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113,,357147.2974,404234.8575,,40.71496402,,,,,,,100,,,,", Worlsey Mesnes Regeneration Area",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113B,,357086.1214,404110.4396,,1.406072095,,,,,,,50,,,,", Worsley Mesnes: Shop site at Mesnes Avenue",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113C,,357247.1451,404131.2661,,1.298061237,,,,,,,42,,,,", Worsley Mesnes: Site of Blake Close and Huxley House",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113A,,357089.8888,404244.4171,,0.28740282,,,,,,,15,,,,", Worsley Mesnes: Former site of Hindley House",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113D,,357390.2015,404238.3475,,0.813445938,,,,,,,36,,,,", Worsley Mesnes: Land north of Elliot Gardens",Oct-18,Nov-18,
,Wigan Council,,SHLAA0113E,,357255.1332,404368.0605,,0.784593529,,,,,,,32,,,,", Worsley Mesnes: Site of Victoria Labour Club",Oct-18,Nov-18,
,Wigan Council,,SHLAA0174,,360716.0674,402027.1451,,0.434272995,,,,,,,18,,,,"A/18/85361 refers, St Johns Vicarage, 9 Lee Lane, Abram",Oct-18,Nov-18,
,Wigan Council,,SHLAA0197,,366215.1205,399493.5977,,0.164315452,,,,,,,9,,,,", Former Bedford Hall Methodist School Cecil Street",Oct-18,Nov-18,
,Wigan Council,,SHLAA0257,,359390.4442,405879.4348,,0.072692331,,,,,,,5,,,,", Well Street Garage Caunce Road Wigan WN1 3JQ",Oct-18,Nov-18,
,Wigan Council,,SHLAA0299,,360492.9329,403079.175,,0.035845165,,,,,,,6,,,,", 592 Liverpool Road Platt Bridge Wigan WN2 3UJ",Oct-18,Nov-18,
,Wigan Council,,SHLAA0327,,359494.5948,404494.5495,,2.59807377,,,,,,,70,,,,", Land east of Phoenix Way",Oct-18,Nov-18,
,Wigan Council,,SHLAA0399,,362263.9013,403864.9379,,0.150647792,,,,,,,7,,,,"A/17/83832 refers, Open Land East Of 242 Atherton Road Hindley",Oct-18,Nov-18,
,Wigan Council,,SHLAA0423,,363030.7043,397508.5251,,0.813259781,,,,,,,28,,,,"A/18/86157 refers, Oaklands Newton Road Lowton",Oct-18,Nov-18,
,Wigan Council,,SHLAA0431,,371564.0702,401653.9834,,7.224910792,,,,,,,154,,,,"A/17/83702 refers, Site Of Parr Bridge Works Mosley Common Road Tyldesley Manchester M29 8PR",Oct-18,Nov-18,
,Wigan Council,,SHLAA0435,,363094.9178,404619.2944,,0.231327272,,,,,,,9,,,,"A/17/84479 refers, Sandy Lane Farm 186 Sandy Lane Hindley",Oct-18,Nov-18,
,Wigan Council,,SHLAA0439,,370424.1766,402000.0349,,0.081114949,,,,,,,8,,,,"A/18/84985 refers, Fourways Assessment Unit Cleworth Hall Lane Tyldesley Manchester M29 8WS",Oct-18,Nov-18,
,Wigan Council,,SHLAA0440,,367986.6946,403447.5683,,0.15523975,,,,,,,23,,,,"A/17/83953 refers, Bolton Road Service Station Bolton Road Atherton Manchester M46 9JG",Oct-18,Nov-18,
,Wigan Council,,SHLAA0441,,369407.0477,402156.9107,,0.074425235,,,,,,,6,,,,"A/17/84490 refers, Site Of And Adjacent To 22 - 34 Common Lane Tyldesley",Oct-18,Nov-18,
,Wigan Council,,SHLAA0442,,367010.5057,403032.216,,0.209008985,,,,,,,10,,,,"A/18/84954 refers, Atherton Car Centre Leigh Road Atherton Manchester M46 0LX",Oct-18,Nov-18,
,Wigan Council,,SHLAA0445,,358532.1216,406806.6167,,0.055451107,,,,,,,6,,,,"A/18/85539 refers, Land East Of 5 New Lodge Wigan WN1 2ND",Oct-18,Nov-18,
,Wigan Council,,SHLAA0447,,361166.9563,404645.7683,,0.231191079,,,,,,,5,,,,"A/17/84771 refers, The Hockery Brook 146 Wigan Road Hindley Wigan WN2 3DF",Oct-18,Nov-18,
,Wigan Council,,SHLAA0448,,355993.6649,403870.0319,,14.67916459,,,,,,,270,,,,", Former Pemberton Colliery",Oct-18,Nov-18,
,Wigan Council,,SHLAA0449,,363073.6457,397031.307,,42.6558365,,,,,,,600,,,,", Pocket Nook",Oct-18,Nov-18,
,Wigan Council,,SHLAA0451,,357430.987,406886.9044,,0.096593419,,,,,,,8,,,,"A/18/86073 refers, Fmr Beech Hill Medical Practice",Oct-18,Nov-18,
,Wigan Council,,SHLAA0452,,367879.0446,403091.6734,,0.314727325,,,,,,,13,,,,"A/17/84658 refers, Site Of Former Formby Hall Alder Street Atherton Manchester M46 9EY",Oct-18,Nov-18,
,Wigan Council,,SHLAA0454,,360252.6614,406910.5338,,0.182668145,,,,,,,9,,,,"A/17/84426 refers, New Springs Ex Servicemens Club Chapel Street Aspull Wigan WN2 1ET",Oct-18,Nov-18,
,Wigan Council,,SHLAA0393,,364916.7194,402533.3587,,0.282002125,,,,,,,17,,,,"A/16/82969 refers, 269 Westleigh Lane Leigh WN7 5PW",Oct-18,Nov-18,
,Wigan Council,,SHLAA0408,,365260.5054,401129.5128,,1.250080293,,,,,,,66,,,,", Jury Street Briggs Street Leigh",Oct-18,Nov-18,
,Wigan Council,,SHLAA0409,,366206.0757,400056.5011,,0.601430965,,,,,,,57,,,,", Land At Premier House High Street Leigh WN7 2AD",Oct-18,Nov-18,
